

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Somalia",706,"Total renewable water resources",4188,1987,14.7,"E","","0"
"South Africa",710,"Total renewable water resources",4188,1987,51.35,"E","","0"
"Spain",724,"Total renewable water resources",4188,1987,111.5,"E","","0"
"Sri Lanka",144,"Total renewable water resources",4188,1987,52.8,"E","","0"
"Suriname",740,"Total renewable water resources",4188,1987,99.0,"E","","0"
"Sweden",752,"Total renewable water resources",4188,1987,174.0,"E","","0"
"Switzerland",756,"Total renewable water resources",4188,1987,53.5,"E","","0"
"Syrian Arab Republic",760,"Total renewable water resources",4188,1987,16.802,"E","","0"
"Thailand",764,"Total renewable water resources",4188,1987,438.61,"E","","0"
"Timor-Leste",626,"Total renewable water resources",4188,1987,8.215,"E","","0"
"Togo",768,"Total renewable water resources",4188,1987,14.7,"E","","0"
"Tokelau",772,"Total renewable water resources",4188,1987,0.0,"E","","0"
"Tonga",776,"Total renewable water resources",4188,1987,0.0,"E","","0"
"Trinidad and Tobago",780,"Total renewable water resources",4188,1987,3.84,"E","","0"
"Tunisia",788,"Total renewable water resources",4188,1987,4.615,"E","","0"
"Turkey",792,"Total renewable water resources",4188,1987,211.6,"E","","0"
"Tuvalu",798,"Total renewable water resources",4188,1987,0.0,"E","","0"
"Uganda",800,"Total renewable water resources",4188,1987,60.1,"E","","0"
"United Arab Emirates",784,"Total renewable water resources",4188,1987,0.15,"E","","0"
"United Kingdom",826,"Total renewable water resources",4188,1987,147.0,"E","","0"
"United Republic of Tanzania",834,"Total renewable water resources",4188,1987,96.27,"E","","0"
"United States of America",840,"Total renewable water resources",4188,1987,3069.0,"E","","0"
"Uruguay",858,"Total renewable water resources",4188,1987,172.2,"E","","0"
"Vanuatu",548,"Total renewable water resources",4188,1987,10.0,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Total renewable water resources",4188,1987,1325.0,"E","","0"
"Viet Nam",704,"Total renewable water resources",4188,1987,884.12,"E","","0"
"Yemen",887,"Total renewable water resources",4188,1987,2.1,"E","","0"
"Zambia",894,"Total renewable water resources",4188,1987,104.8,"E","","0"
"Zimbabwe",716,"Total renewable water resources",4188,1987,20.0,"E","","0"
"Afghanistan",4,"Dependency ratio",4192,1987,28.7226001512,"E","","0"
"Albania",8,"Dependency ratio",4192,1987,10.9271523179,"E","","0"
"Algeria",12,"Dependency ratio",4192,1987,3.5998971458,"E","","0"
"Andorra",20,"Dependency ratio",4192,1987,,"","","0"
"Angola",24,"Dependency ratio",4192,1987,0.269541779,"E","","0"
"Antigua and Barbuda",28,"Dependency ratio",4192,1987,0.0,"E","","0"
"Argentina",32,"Dependency ratio",4192,1987,66.6757965854,"E","","0"
"Australia",36,"Dependency ratio",4192,1987,0.0,"E","","0"
"Austria",40,"Dependency ratio",4192,1987,29.2149292149,"E","","0"
"Bahamas",44,"Dependency ratio",4192,1987,0.0,"E","","0"
"Bahrain",48,"Dependency ratio",4192,1987,96.5517241379,"E","","0"
"Bangladesh",50,"Dependency ratio",4192,1987,91.4427659588,"E","","0"
"Barbados",52,"Dependency ratio",4192,1987,0.0,"E","","0"
"Belgium",56,"Dependency ratio",4192,1987,34.4262295082,"E","","0"
"Belize",84,"Dependency ratio",4192,1987,29.7874298334,"E","","0"
"Benin",204,"Dependency ratio",4192,1987,60.9700644183,"E","","0"
"Bhutan",64,"Dependency ratio",4192,1987,0.0,"E","","0"
"Bolivia (Plurinational State of)",68,"Dependency ratio",4192,1987,47.1254355401,"E","","0"
"Botswana",72,"Dependency ratio",4192,1987,80.3921568627,"E","","0"
"Brazil",76,"Dependency ratio",4192,1987,34.5322077021,"E","","0"
"Brunei Darussalam",96,"Dependency ratio",4192,1987,0.0,"E","","0"
"Bulgaria",100,"Dependency ratio",4192,1987,1.4084507042,"E","","0"
"Burkina Faso",854,"Dependency ratio",4192,1987,7.4074074074,"E","","0"
"Burundi",108,"Dependency ratio",4192,1987,19.7511167837,"E","","0"
"Cabo Verde",132,"Dependency ratio",4192,1987,0.0,"E","","0"
"Cambodia",116,"Dependency ratio",4192,1987,74.6691871456,"E","","0"
"Cameroon",120,"Dependency ratio",4192,1987,3.5846724351,"E","","0"
"Canada",124,"Dependency ratio",4192,1987,1.7918676775,"E","","0"
"Central African Republic",140,"Dependency ratio",4192,1987,0.0,"E","","0"
"Chad",148,"Dependency ratio",4192,1987,67.1772428884,"E","","0"
"Chile",152,"Dependency ratio",4192,1987,4.1232422594,"E","","0"
"China",156,"Dependency ratio",4192,1987,0.9618973178,"E","","0"
"Colombia",170,"Dependency ratio",4192,1987,9.1101694915,"E","","0"
"Comoros",174,"Dependency ratio",4192,1987,0.0,"E","","0"
"Congo",178,"Dependency ratio",4192,1987,73.3173076923,"E","","0"
"Cook Islands",184,"Dependency ratio",4192,1987,0.0,"","","6043"
"Costa Rica",188,"Dependency ratio",4192,1987,0.0,"E","","0"
"Côte d'Ivoire",384,"Dependency ratio",4192,1987,8.6760161635,"E","","0"
"Cuba",192,"Dependency ratio",4192,1987,0.0,"E","","0"
"Cyprus",196,"Dependency ratio",4192,1987,0.0,"E","","0"
"Democratic People's Republic of Korea",408,"Dependency ratio",4192,1987,13.1561892417,"E","","0"
"Democratic Republic of the Congo",180,"Dependency ratio",4192,1987,29.8519095869,"E","","0"
"Denmark",208,"Dependency ratio",4192,1987,0.0,"E","","0"
"Djibouti",262,"Dependency ratio",4192,1987,0.0,"E","","0"
"Dominica",212,"Dependency ratio",4192,1987,0.0,"","","1537"
"Dominican Republic",214,"Dependency ratio",4192,1987,0.0,"E","","0"
"Ecuador",218,"Dependency ratio",4192,1987,0.0,"E","","0"
"Egypt",818,"Dependency ratio",4192,1987,98.2608695652,"E","","0"
"El Salvador",222,"Dependency ratio",4192,1987,40.5024743053,"E","","0"
"Equatorial Guinea",226,"Dependency ratio",4192,1987,0.0,"E","","0"
"Eswatini",748,"Dependency ratio",4192,1987,41.4634146341,"E","","0"
"Faroe Islands",234,"Dependency ratio",4192,1987,0.0,"","","6043"
"Fiji",242,"Dependency ratio",4192,1987,0.0,"E","","0"
"Finland",246,"Dependency ratio",4192,1987,2.7272727273,"E","","0"
"France",250,"Dependency ratio",4192,1987,5.2132701422,"E","","0"
"Gabon",266,"Dependency ratio",4192,1987,1.2048192771,"E","","0"
"Gambia",270,"Dependency ratio",4192,1987,62.5,"E","","0"
"Germany",276,"Dependency ratio",4192,1987,30.5194805195,"E","","0"
"Ghana",288,"Dependency ratio",4192,1987,46.0854092527,"E","","0"
"Greece",300,"Dependency ratio",4192,1987,15.2046783626,"E","","0"
"Grenade",308,"Dependency ratio",4192,1987,0.0,"","","1537"
"Guatemala",320,"Dependency ratio",4192,1987,14.6274724416,"E","","0"
"Guinea",324,"Dependency ratio",4192,1987,0.0,"E","","0"
"Guinea-Bissau",624,"Dependency ratio",4192,1987,49.0445859873,"E","","0"
"Guyana",328,"Dependency ratio",4192,1987,11.0701107011,"E","","0"
"Haiti",332,"Dependency ratio",4192,1987,7.2386250178,"E","","0"
"Honduras",340,"Dependency ratio",4192,1987,1.6318736166,"E","","0"
"Hungary",348,"Dependency ratio",4192,1987,94.2307692308,"E","","0"
"Iceland",352,"Dependency ratio",4192,1987,0.0,"E","","0"
"India",356,"Dependency ratio",4192,1987,30.5208533538,"E","","0"
"Indonesia",360,"Dependency ratio",4192,1987,0.0,"E","","0"
"Iran (Islamic Republic of)",364,"Dependency ratio",4192,1987,6.7725904161,"E","","0"
"Iraq",368,"Dependency ratio",4192,1987,60.827954596,"E","","0"
"Ireland",372,"Dependency ratio",4192,1987,5.7692307692,"E","","0"
"Israel",376,"Dependency ratio",4192,1987,57.8651685393,"E","","0"
"Italy",380,"Dependency ratio",4192,1987,4.6001045478,"E","","0"
"Jamaica",388,"Dependency ratio",4192,1987,0.0,"E","","0"
"Japan",392,"Dependency ratio",4192,1987,0.0,"E","","0"
"Jordan",400,"Dependency ratio",4192,1987,27.2145144077,"E","","0"
"Kenya",404,"Dependency ratio",4192,1987,32.5732899023,"E","","0"
"Kiribati",296,"Dependency ratio",4192,1987,0.0,"","","6043"
"Kuwait",414,"Dependency ratio",4192,1987,100.0,"E","","0"
"Lao People's Democratic Republic",418,"Dependency ratio",4192,1987,42.9085457271,"E","","0"
"Lebanon",422,"Dependency ratio",4192,1987,0.7854485325,"E","","0"
"Lesotho",426,"Dependency ratio",4192,1987,0.0,"E","","0"
"Liberia",430,"Dependency ratio",4192,1987,13.7931034483,"E","","0"
"Libya",434,"Dependency ratio",4192,1987,0.0,"E","","0"
"Luxembourg",442,"Dependency ratio",4192,1987,71.4285714286,"E","","0"
"Madagascar",450,"Dependency ratio",4192,1987,0.0,"E","","0"
"Malawi",454,"Dependency ratio",4192,1987,6.5972222222,"E","","0"
"Malaysia",458,"Dependency ratio",4192,1987,0.0,"E","","0"
"Maldives",462,"Dependency ratio",4192,1987,0.0,"E","","0"
"Mali",466,"Dependency ratio",4192,1987,50.0,"E","","0"
"Malta",470,"Dependency ratio",4192,1987,0.0,"E","","0"
"Marshall Islands",584,"Dependency ratio",4192,1987,0.0,"","","6043"
"Mauritania",478,"Dependency ratio",4192,1987,96.4912280702,"E","","0"
"Mauritius",480,"Dependency ratio",4192,1987,0.0,"E","","0"
"Mexico",484,"Dependency ratio",4192,1987,11.53,"","","6433"
"Micronesia (Federated States of)",583,"Dependency ratio",4192,1987,0.0,"","","6043"
"Mongolia",496,"Dependency ratio",4192,1987,0.0,"E","","0"
"Morocco",504,"Dependency ratio",4192,1987,0.0,"E","","0"
"Mozambique",508,"Dependency ratio",4192,1987,53.8000921234,"E","","0"
"Myanmar",104,"Dependency ratio",4192,1987,14.1291317006,"E","","0"
"Namibia",516,"Dependency ratio",4192,1987,84.5652718617,"E","","0"
"Nauru",520,"Dependency ratio",4192,1987,0.0,"","","6043"
"Nepal",524,"Dependency ratio",4192,1987,5.7088487155,"E","","0"
"Netherlands",528,"Dependency ratio",4192,1987,87.9120879121,"E","","0"
"New Zealand",554,"Dependency ratio",4192,1987,0.0,"E","","0"
"Nicaragua",558,"Dependency ratio",4192,1987,5.0510576222,"E","","0"
"Niger",562,"Dependency ratio",4192,1987,89.7209985316,"E","","0"
"Nigeria",566,"Dependency ratio",4192,1987,22.7812718379,"E","","0"
"Niue",570,"Dependency ratio",4192,1987,0.0,"","","6043"
"Norway",578,"Dependency ratio",4192,1987,2.7989821883,"E","","0"
"Oman",512,"Dependency ratio",4192,1987,0.0,"E","","0"
"Pakistan",586,"Dependency ratio",4192,1987,77.7147487844,"E","","0"
"Palau",585,"Dependency ratio",4192,1987,0.0,"","","6043"
"Palestine",275,"Dependency ratio",4192,1987,2.9868578256,"E","","0"
"Panama",591,"Dependency ratio",4192,1987,1.9410785046,"E","","0"
"Papua New Guinea",598,"Dependency ratio",4192,1987,0.0,"E","","0"
"Paraguay",600,"Dependency ratio",4192,1987,69.8274750496,"E","","0"
"Peru",604,"Dependency ratio",4192,1987,12.7034790935,"E","","0"
"Philippines",608,"Dependency ratio",4192,1987,0.0,"E","","0"
"Poland",616,"Dependency ratio",4192,1987,11.4049586777,"E","","0"
"Portugal",620,"Dependency ratio",4192,1987,50.9043927649,"E","","0"
"Puerto Rico",630,"Dependency ratio",4192,1987,0.0,"E","","0"
"Qatar",634,"Dependency ratio",4192,1987,3.4482758621,"E","","0"
"Republic of Korea",410,"Dependency ratio",4192,1987,6.9583931133,"E","","0"
"Romania",642,"Dependency ratio",4192,1987,80.010376869,"E","","0"
"Rwanda",646,"Dependency ratio",4192,1987,28.5714285714,"E","","0"
"Saint Kitts and Nevis",659,"Dependency ratio",4192,1987,0.0,"E","","0"
"Saint Lucia",662,"Dependency ratio",4192,1987,0.0,"","","1537"
"Saint Vincent and the Grenadines",670,"Dependency ratio",4192,1987,0.0,"","","1537"
"Samoa",882,"Dependency ratio",4192,1987,0.0,"","","6043"
"Sao Tome and Principe",678,"Dependency ratio",4192,1987,0.0,"E","","0"
"Saudi Arabia",682,"Dependency ratio",4192,1987,0.0,"E","","0"
"Senegal",686,"Dependency ratio",4192,1987,33.7952270978,"E","","0"
"Seychelles",690,"Dependency ratio",4192,1987,0.0,"","","5726"
"Sierra Leone",694,"Dependency ratio",4192,1987,0.0,"E","","0"
"Singapore",702,"Dependency ratio",4192,1987,0.0,"E","","0"
"Solomon Islands",90,"Dependency ratio",4192,1987,0.0,"E","","0"
"Somalia",706,"Dependency ratio",4192,1987,59.1836734694,"E","","0"
"South Africa",710,"Dependency ratio",4192,1987,12.8404669261,"E","","0"
"Spain",724,"Dependency ratio",4192,1987,0.269058296,"E","","0"
"Sri Lanka",144,"Dependency ratio",4192,1987,0.0,"E","","0"
"Suriname",740,"Dependency ratio",4192,1987,0.0,"E","","0"
"Sweden",752,"Dependency ratio",4192,1987,1.724137931,"E","","0"
"Switzerland",756,"Dependency ratio",4192,1987,24.4859813084,"E","","0"
"Syrian Arab Republic",760,"Dependency ratio",4192,1987,72.3587318812,"E","","0"
"Thailand",764,"Dependency ratio",4192,1987,48.8132965505,"E","","0"
"Timor-Leste",626,"Dependency ratio",4192,1987,0.0,"E","","0"
"Togo",768,"Dependency ratio",4192,1987,21.768707483,"E","","0"
"Tokelau",772,"Dependency ratio",4192,1987,0.0,"","","6043"
"Tonga",776,"Dependency ratio",4192,1987,0.0,"","","6043"
"Trinidad and Tobago",780,"Dependency ratio",4192,1987,0.0,"E","","0"
"Tunisia",788,"Dependency ratio",4192,1987,9.1007583965,"E","","0"
"Turkey",792,"Dependency ratio",4192,1987,1.5184381779,"E","","0"
"Tuvalu",798,"Dependency ratio",4192,1987,0.0,"","","6043"
"Uganda",800,"Dependency ratio",4192,1987,35.1081530782,"E","","0"
"United Arab Emirates",784,"Dependency ratio",4192,1987,0.0,"E","","0"
"United Kingdom",826,"Dependency ratio",4192,1987,1.3605442177,"E","","0"
"United Republic of Tanzania",834,"Dependency ratio",4192,1987,12.7454035525,"E","","0"
"United States of America",840,"Dependency ratio",4192,1987,8.1785597915,"E","","0"
"Uruguay",858,"Dependency ratio",4192,1987,46.4576074332,"E","","0"
"Vanuatu",548,"Dependency ratio",4192,1987,0.0,"","","6043"
"Venezuela (Bolivarian Republic of)",862,"Dependency ratio",4192,1987,39.2452830189,"E","","0"
"Viet Nam",704,"Dependency ratio",4192,1987,59.347147446,"E","","0"
"Yemen",887,"Dependency ratio",4192,1987,0.0,"E","","0"
"Zambia",894,"Dependency ratio",4192,1987,23.4732824427,"E","","0"
"Zimbabwe",716,"Dependency ratio",4192,1987,38.7,"E","","0"
"Afghanistan",4,"Total renewable water resources per capita",4190,1987,5629.6961170522,"E","","0"
"Albania",8,"Total renewable water resources per capita",4190,1987,9664.3278139994,"E","","0"
"Algeria",12,"Total renewable water resources per capita",4190,1987,490.7403310232,"E","","0"
"Andorra",20,"Total renewable water resources per capita",4190,1987,6513.2597255185,"E","","0"
"Angola",24,"Total renewable water resources per capita",4190,1987,13883.1068596955,"E","","0"
"Antigua and Barbuda",28,"Total renewable water resources per capita",4190,1987,842.5555357519,"E","","0"
"Argentina",32,"Total renewable water resources per capita",4190,1987,28098.6512012491,"E","","0"
"Australia",36,"Total renewable water resources per capita",4190,1987,30401.9583804605,"E","","0"
"Austria",40,"Total renewable water resources per capita",4190,1987,10171.0197409414,"E","","0"
"Bahamas",44,"Total renewable water resources per capita",4190,1987,2877.4494288263,"E","","0"
"Bahrain",48,"Total renewable water resources per capita",4190,1987,258.3685805987,"E","","0"
"Bangladesh",50,"Total renewable water resources per capita",4190,1987,12825.5156676626,"E","","0"
"Barbados",52,"Total renewable water resources per capita",4190,1987,310.0546858952,"E","","0"
"Belgium",56,"Total renewable water resources per capita",4190,1987,1854.4791244426,"E","","0"
"Belize",84,"Total renewable water resources per capita",4190,1987,124678.751720973,"E","","0"
"Benin",204,"Total renewable water resources per capita",4190,1987,5818.8466688701,"E","","0"
"Bhutan",64,"Total renewable water resources per capita",4190,1987,192186.31147939,"E","","0"
"Bolivia (Plurinational State of)",68,"Total renewable water resources per capita",4190,1987,89091.2705920736,"E","","0"
"Botswana",72,"Total renewable water resources per capita",4190,1987,10598.2651401932,"E","","0"
"Brazil",76,"Total renewable water resources per capita",4190,1987,61373.4238042094,"E","","0"
"Brunei Darussalam",96,"Total renewable water resources per capita",4190,1987,35779.9825730438,"E","","0"
"Bulgaria",100,"Total renewable water resources per capita",4190,1987,2377.0846362659,"E","","0"
"Burkina Faso",854,"Total renewable water resources per capita",4190,1987,1658.4617852936,"E","","0"
"Burundi",108,"Total renewable water resources per capita",4190,1987,2493.6653817739,"E","","0"
"Cabo Verde",132,"Total renewable water resources per capita",4190,1987,934.1865570554,"E","","0"
"Cambodia",116,"Total renewable water resources per capita",4190,1987,58074.5593908429,"E","","0"
